sc_no	t_no	m_no	p_no	sc_theater	sc_date	sc_time
5400	167	1	1	4관	2022-08-31	20:31
5401	167	1	1	4관	2022-08-31	23:00
5402	167	1	1	8관	2022-08-31	21:31
5403	168	22	1	3관	2022-08-31	19:31
5404	168	22	1	3관	2022-08-31	21:40
5405	168	22	1	4관	2022-08-31	20:05
5406	168	22	1	4관	2022-08-31	22:20
5407	168	22	1	5관	2022-08-31	20:40
5408	168	1	1	1관	2022-08-31	20:55
5409	168	1	1	2관	2022-08-31	19:55
5410	168	1	1	2관	2022-08-31	22:31
5411	169	22	1	1관	2022-08-31	19:31
5412	169	22	1	1관	2022-08-31	21:45
5413	169	22	1	3관	2022-08-31	20:15
5414	169	22	1	3관	2022-08-31	22:31
5415	169	22	1	5관	2022-08-31	21:15
5416	169	1	1	2관	2022-08-31	21:25
5417	169	1	1	4관	2022-08-31	19:50
5418	169	1	1	4관	2022-08-31	22:31
5419	169	16	1	6관	2022-08-31	20:45
5420	189	22	1	1관	2022-08-31	20:45
5421	189	22	1	2관	2022-08-31	19:31
5422	189	22	1	4관	2022-08-31	20:00
5423	189	22	1	5관	2022-08-31	22:00
5424	189	22	1	6관	2022-08-31	21:15
5425	189	1	1	2관	2022-08-31	21:40
5426	189	1	1	3관	2022-08-31	20:31
5427	189	1	1	5관	2022-08-31	19:25
5428	52	22	1	1관	2022-08-31	20:45
5429	52	22	1	1관	2022-08-31	23:00
5431	52	22	1	2관	2022-08-31	20:00
5432	52	22	1	3관	2022-08-31	20:20
5433	52	22	1	4관	2022-08-31	19:15
5434	52	22	1	4관	2022-08-31	21:31
5435	52	1	1	3관	2022-08-31	22:35
5436	53	22	1	1관	2022-08-31	20:15
5437	53	22	1	1관	2022-08-31	22:31
5438	53	22	1	2관	2022-08-31	20:35
5439	53	22	1	2관	2022-08-31	22:50
5440	53	22	1	3관	2022-08-31	19:10
5441	53	22	1	3관	2022-08-31	21:25
5442	53	22	1	4관	2022-08-31	21:00
5443	53	22	1	4관	2022-08-31	23:15
5444	53	22	1	7관	2022-08-31	19:35
5445	53	22	1	7관	2022-08-31	21:50
5446	53	22	1	9관	2022-08-31	19:55
5447	53	22	1	9관	2022-08-31	22:10
5448	53	22	1	10관	2022-08-31	20:05
5449	53	22	1	10관	2022-08-31	22:20
5450	53	1	3	4DX	2022-08-31	19:31
5451	53	1	3	4DX	2022-08-31	22:05
5452	53	1	1	5관	2022-08-31	21:35
5453	53	26	1	6관	2022-08-31	21:20
5454	54	22	1	2관	2022-08-31	20:35
5455	54	22	1	2관	2022-08-31	22:45
5456	54	22	1	3관	2022-08-31	21:05
5457	54	22	1	4관	2022-08-31	21:45
5458	54	22	1	6관	2022-08-31	19:50
5459	54	22	1	7관	2022-08-31	20:00
5460	54	22	1	7관	2022-08-31	22:15
5461	54	1	1	5관	2022-08-31	20:55
5462	54	1	1	6관	2022-08-31	22:25
5463	54	6	1	1관	2022-08-31	21:25
5464	55	22	1	1관	2022-08-31	20:40
5465	55	22	1	1관	2022-08-31	23:00
5466	55	22	1	2관	2022-08-31	19:40
5467	55	22	1	2관	2022-08-31	22:00
5468	55	22	1	4관	2022-08-31	21:10
5469	55	22	1	4관	2022-08-31	23:31
5470	55	22	1	5관	2022-08-31	24:00
5471	55	22	1	6관	2022-08-31	20:10
5472	55	22	1	6관	2022-08-31	22:31
5473	55	1	1	3관	2022-08-31	20:31
5474	55	1	1	3관	2022-08-31	23:10
5475	55	3	1	5관	2022-08-31	21:31
5476	56	22	1	1관	2022-08-31	20:45
5477	56	22	1	1관	2022-08-31	23:00
5478	56	22	1	2관	2022-08-31	21:15
5479	56	22	1	2관	2022-08-31	23:31
5480	56	22	1	4관	2022-08-31	20:15
5481	56	22	1	4관	2022-08-31	22:31
5482	56	22	1	5관	2022-08-31	19:45
5483	56	22	1	5관	2022-08-31	22:00
5484	56	1	5	3관	2022-08-31	19:35
5485	56	1	5	3관	2022-08-31	22:10
5486	56	1	1	6관	2022-08-31	21:00
5487	56	1	1	6관	2022-08-31	23:35
5488	57	22	1	5관	2022-08-31	21:25
5489	57	22	1	5관	2022-08-31	23:40
5490	57	22	1	1관	2022-08-31	20:45
5491	57	22	1	1관	2022-08-31	23:00
5492	57	22	1	2관	2022-08-31	20:00
5493	57	22	1	2관	2022-08-31	22:10
5494	57	22	1	2관	2022-08-31	24:20
5495	57	22	1	3관	2022-08-31	19:35
5496	57	22	1	3관	2022-08-31	21:55
5497	57	1	1	3관	2022-08-31	24:10
5498	57	1	1	4관	2022-08-31	20:40
5499	57	1	1	4관	2022-08-31	23:15
5500	58	22	1	2관	2022-08-31	19:45
5501	58	22	1	2관	2022-08-31	22:00
5502	58	22	1	2관	2022-08-31	24:15
5503	58	22	1	3관	2022-08-31	20:15
5504	58	22	1	3관	2022-08-31	22:31
5505	58	22	1	3관	2022-08-31	24:45
5506	58	22	1	4관	2022-08-31	21:31
5507	58	22	1	4관	2022-08-31	23:45
5508	58	22	1	6관	2022-08-31	20:55
5509	58	22	1	6관	2022-08-31	23:10
5510	58	1	1	1관	2022-08-31	21:00
5511	58	1	1	1관	2022-08-31	23:35
5512	58	1	1	5관	2022-08-31	19:50
5513	58	1	1	5관	2022-08-31	22:25
5514	59	22	1	1관	2022-08-31	20:20
5515	59	22	1	1관	2022-08-31	22:35
5516	59	22	1	4관	2022-08-31	21:15
5517	59	22	1	4관	2022-08-31	23:31
5518	59	22	1	5관	2022-08-31	20:45
5519	59	22	1	5관	2022-08-31	23:00
5520	59	22	1	6관	2022-08-31	21:45
5521	59	22	1	8관	2022-08-31	19:55
5522	59	22	1	8관	2022-08-31	22:10
5523	59	1	1	2관	2022-08-31	20:40
5524	59	1	1	2관	2022-08-31	23:15
5525	59	1	1	3관	2022-08-31	19:45
5526	59	1	1	7관	2022-08-31	21:50
5527	59	2	1	3관	2022-08-31	22:20
5528	60	22	1	1관	2022-08-31	21:10
5529	60	22	1	2관	2022-08-31	20:45
5531	60	22	1	2관	2022-08-31	23:00
5532	60	22	1	4관	2022-08-31	22:00
5533	60	22	1	5관	2022-08-31	20:00
5534	60	22	1	5관	2022-08-31	22:15
5535	60	22	1	7관	2022-08-31	21:35
5536	60	22	1	9관	2022-08-31	20:25
5537	60	22	1	9관	2022-08-31	22:40
5538	60	1	5	6관	2022-08-31	20:40
5539	60	1	1	3관	2022-08-31	19:55
5540	60	1	1	3관	2022-08-31	22:31
5541	60	1	1	8관	2022-08-31	21:45
5542	78	22	1	1관	2022-08-31	21:15
5543	78	22	1	1관	2022-08-31	23:31
5544	78	22	1	2관	2022-08-31	20:45
5545	78	22	1	2관	2022-08-31	23:00
5546	78	22	1	3관	2022-08-31	21:45
5547	78	22	1	4관	2022-08-31	20:15
5548	78	22	1	4관	2022-08-31	22:31
5549	78	1	1	5관	2022-08-31	19:40
5550	78	1	1	5관	2022-08-31	22:20
5551	78	1	1	6관	2022-08-31	21:00
5552	78	1	1	6관	2022-08-31	23:31
5553	95	22	2	IMAX	2022-08-31	20:20
5554	95	22	2	IMAX	2022-08-31	22:35
5555	95	22	1	3관	2022-08-31	21:35
5556	95	22	1	3관	2022-08-31	23:50
5557	95	22	1	4관	2022-08-31	20:00
5558	95	22	1	4관	2022-08-31	22:15
5559	95	22	1	6관	2022-08-31	19:45
5560	95	22	1	6관	2022-08-31	22:00
5561	95	22	1	8관	2022-08-31	21:10
5562	95	22	1	8관	2022-08-31	23:25
5563	95	22	1	9관	2022-08-31	20:45
5564	95	22	1	9관	2022-08-31	23:00
5565	95	25	1	1관	2022-08-31	20:15
5566	95	1	5	2관	2022-08-31	20:00
5567	95	1	5	2관	2022-08-31	22:35
5568	95	1	3	4DX	2022-08-31	22:05
5569	95	1	1	7관	2022-08-31	20:55
5570	95	1	1	7관	2022-08-31	23:31
5571	95	7	1	2관	2022-08-31	21:20
5572	95	13	1	1관	2022-08-31	22:50
5573	96	22	1	1관	2022-08-31	19:35
5574	96	22	1	1관	2022-08-31	21:55
5575	96	22	1	3관	2022-08-31	20:55
5576	96	22	1	5관	2022-08-31	20:05
5577	96	22	1	5관	2022-08-31	22:25
5578	96	22	1	6관	2022-08-31	21:25
5579	96	22	1	8관	2022-08-31	20:31
5580	96	22	1	8관	2022-08-31	22:50
5581	96	1	1	2관	2022-08-31	21:05
5582	96	1	1	4관	2022-08-31	19:35
5583	96	1	1	7관	2022-08-31	20:05
5584	96	1	1	7관	2022-08-31	22:40
5585	97	22	1	3관	2022-08-31	22:31
5586	97	22	1	1관	2022-08-31	21:15
5587	97	22	1	2관	2022-08-31	22:15
5588	97	22	1	5관	2022-08-31	23:00
5589	97	1	1	4관	2022-08-31	20:31
5590	97	1	1	4관	2022-08-31	23:05
5591	97	1	1	6관	2022-08-31	21:40
5592	97	2	1	5관	2022-08-31	21:00
5593	98	22	1	1관	2022-08-31	21:31
5594	98	22	1	7관	2022-08-31	20:20
5595	98	22	1	8관	2022-08-31	20:15
5596	98	22	1	8관	2022-08-31	22:31
5597	98	22	1	3관	2022-08-31	21:10
5598	98	22	1	3관	2022-08-31	23:25
5599	98	22	1	4관	2022-08-31	21:35
5600	98	22	1	4관	2022-08-31	23:50
5601	98	22	1	6관	2022-08-31	20:45
5602	98	22	1	6관	2022-08-31	23:00
5603	98	22	1	7관	2022-08-31	22:00
5604	98	1	5	2관	2022-08-31	22:35
5605	98	1	3	4DX	2022-08-31	22:05
5606	98	1	1	5관	2022-08-31	20:55
5607	98	1	1	5관	2022-08-31	23:31
5608	131	22	1	1관	2022-08-31	20:45
5609	131	22	1	1관	2022-08-31	23:00
5610	131	22	1	2관	2022-08-31	21:45
5611	131	22	1	3관	2022-08-31	20:20
5612	131	22	1	4관	2022-08-31	21:15
5613	131	22	1	5관	2022-08-31	22:15
5614	131	1	5	6관	2022-08-31	21:00
5615	131	1	3	4DX	2022-08-31	20:10
5616	131	1	3	4DX	2022-08-31	22:45
5617	131	1	1	7관	2022-08-31	22:00
5618	131	10	1	3관	2022-08-31	22:35
5619	132	22	1	2관	2022-08-31	21:20
5620	132	22	1	4관	2022-08-31	22:10
5621	132	22	1	5관	2022-08-31	20:31
5622	132	22	1	5관	2022-08-31	22:50
5623	132	1	1	1관	2022-08-31	20:40
5624	132	1	1	3관	2022-08-31	22:00
5625	133	22	1	9관	2022-08-31	20:35
5626	133	22	1	9관	2022-08-31	22:50
5627	133	22	2	IMAX	2022-08-31	21:15
5628	133	22	2	IMAX	2022-08-31	23:31
5629	133	22	1	2관	2022-08-31	21:55
5631	133	22	1	3관	2022-08-31	21:35
5632	133	22	1	4관	2022-08-31	20:45
5633	133	22	1	4관	2022-08-31	23:00
5634	133	22	1	6관	2022-08-31	23:15
5635	133	22	1	8관	2022-08-31	22:15
5636	133	1	5	1관	2022-08-31	20:50
5637	133	1	3	4DX	2022-08-31	20:31
5638	133	1	3	4DX	2022-08-31	23:05
5639	133	1	1	5관	2022-08-31	21:10
5640	133	1	1	5관	2022-08-31	23:50
5641	133	1	1	7관	2022-08-31	22:25
5642	133	10	1	1관	2022-08-31	23:35
5643	133	10	1	6관	2022-08-31	20:55
5644	134	22	1	2관	2022-08-31	21:10
5645	134	22	1	3관	2022-08-31	20:15
5646	134	1	1	4관	2022-08-31	21:20
5647	135	22	1	1관	2022-08-31	21:40
5648	135	22	1	4관	2022-08-31	22:20
5649	135	22	1	6관	2022-08-31	20:31
5650	135	22	1	7관	2022-08-31	21:10
5651	135	1	5	2관	2022-08-31	21:31
5652	135	1	1	3관	2022-08-31	20:40
5653	135	1	1	5관	2022-08-31	22:10
5654	147	22	1	2관	2022-08-31	22:15
5655	147	22	1	3관	2022-08-31	21:45
5656	147	22	1	4관	2022-08-31	21:15
5657	147	22	1	1관	2022-08-31	20:31
5658	147	22	1	1관	2022-08-31	22:45
5659	147	22	1	2관	2022-08-31	22:15
5660	147	22	1	3관	2022-08-31	21:45
5661	147	22	1	4관	2022-08-31	21:15
5662	147	1	1	5관	2022-08-31	22:40
5663	147	3	1	6관	2022-08-31	21:40
5664	147	10	1	8관	2022-08-31	21:50
5665	190	22	1	2관	2022-08-31	20:05
5666	190	22	1	2관	2022-08-31	22:25
5667	190	22	1	3관	2022-08-31	21:40
5668	190	22	1	3관	2022-08-31	24:00
5669	190	22	1	4관	2022-08-31	20:50
5670	190	22	1	4관	2022-08-31	23:10
5671	190	22	1	6관	2022-08-31	20:31
5672	190	1	1	5관	2022-08-31	22:00
5673	190	1	1	6관	2022-08-31	23:35
5674	191	22	1	1관	2022-08-31	20:15
5675	191	22	1	1관	2022-08-31	22:31
5676	191	22	1	2관	2022-08-31	21:20
5677	191	22	1	2관	2022-08-31	23:35
5678	191	22	1	3관	2022-08-31	22:05
5679	191	22	1	5관	2022-08-31	21:00
5680	191	22	1	5관	2022-08-31	23:15
5681	191	22	1	6관	2022-08-31	21:45
5682	191	22	1	6관	2022-08-31	24:00
5683	191	1	1	4관	2022-08-31	20:50
5684	191	1	1	4관	2022-08-31	23:25
5685	192	22	1	1관	2022-08-31	21:15
5686	192	22	1	2관	2022-08-31	22:10
5687	192	22	1	4관	2022-08-31	20:15
5688	192	22	1	4관	2022-08-31	22:35
5689	192	22	1	5관	2022-08-31	21:45
5690	192	22	1	7관	2022-08-31	20:45
5691	192	22	1	7관	2022-08-31	23:00
5692	192	1	1	3관	2022-08-31	20:20
5693	192	1	1	3관	2022-08-31	22:55
5694	192	1	1	6관	2022-08-31	21:40
5695	17	22	1	1관	2022-08-31	21:45
5696	17	22	1	2관	2022-08-31	20:10
5697	17	22	1	2관	2022-08-31	22:25
5698	17	22	1	5관	2022-08-31	20:45
5699	17	22	1	5관	2022-08-31	23:00
5700	17	22	1	6관	2022-08-31	21:15
5701	17	22	1	6관	2022-08-31	23:31
5702	17	22	1	7관	2022-08-31	21:00
5703	17	22	1	7관	2022-08-31	23:15
5704	17	1	1	3관	2022-08-31	20:50
5705	17	1	1	3관	2022-08-31	23:31
5706	17	1	1	4관	2022-08-31	22:31
5707	18	22	1	1관	2022-08-31	20:31
5708	18	22	1	1관	2022-08-31	22:50
5709	18	22	1	3관	2022-08-31	21:20
5710	18	22	1	3관	2022-08-31	23:40
5711	18	22	1	4관	2022-08-31	22:10
5712	18	22	1	5관	2022-08-31	21:40
5713	18	22	1	5관	2022-08-31	24:00
5714	18	22	1	7관	2022-08-31	21:00
5715	18	22	1	7관	2022-08-31	23:20
5716	18	25	1	6관	2022-08-31	21:10
5717	18	1	1	2관	2022-08-31	20:20
5718	18	1	1	2관	2022-08-31	23:00
5719	18	3	1	6관	2022-08-31	23:31
5720	19	22	1	1관	2022-08-31	09:31
5721	19	22	1	1관	2022-08-31	11:50
5722	19	22	1	1관	2022-08-31	14:00
5723	19	22	1	1관	2022-08-31	16:20
5724	19	22	1	1관	2022-08-31	18:20
5725	19	22	1	1관	2022-08-31	20:20
5726	19	22	1	2관	2022-08-31	12:31
5727	19	22	1	2관	2022-08-31	17:31
5728	19	22	1	2관	2022-08-31	19:40
5729	19	1	1	2관	2022-08-31	09:50
5731	19	1	1	2관	2022-08-31	14:50
5732	20	22	1	9관	2022-08-31	21:31
5733	20	1	1	7관	2022-08-31	21:20
5734	21	22	1	2관	2022-08-31	21:40
5735	21	22	1	3관	2022-08-31	20:40
5736	21	1	1	5관	2022-08-31	21:31
5737	22	22	1	1관	2022-08-31	21:10
5738	22	22	1	3관	2022-08-31	22:00
5739	22	22	1	4관	2022-08-31	20:45
5740	22	22	1	4관	2022-08-31	23:00
5741	22	22	1	5관	2022-08-31	22:31
5742	22	22	1	8관	2022-08-31	21:35
5743	22	1	5	4DX	2022-08-31	23:05
5744	22	1	1	2관	2022-08-31	21:20
5745	22	1	1	6관	2022-08-31	22:25
5746	22	10	1	9관	2022-08-31	21:50
5747	23	22	1	1관	2022-08-31	22:10
5748	23	22	1	2관	2022-08-31	21:31
5749	23	22	1	3관	2022-08-31	20:50
5750	23	1	1	4관	2022-08-31	20:40
5751	24	22	1	5관	2022-08-31	21:15
5752	24	22	1	6관	2022-08-31	22:00
5753	24	10	1	1관	2022-08-31	21:20
5754	24	2	1	2관	2022-08-31	20:45
5755	65	22	1	2관	2022-08-31	21:45
5756	65	22	1	4관	2022-08-31	21:15
5757	65	22	1	6관	2022-08-31	20:40
5758	65	22	1	6관	2022-08-31	22:50
5759	65	22	1	8관	2022-08-31	22:15
5760	65	1	1	1관	2022-08-31	22:55
5761	65	1	1	3관	2022-08-31	22:05
5762	65	1	1	5관	2022-08-31	21:20
5763	79	22	1	1관	2022-08-31	21:50
5764	79	22	1	2관	2022-08-31	21:20
5765	79	22	1	7관	2022-08-31	20:40
5766	79	1	1	3관	2022-08-31	21:40
5767	79	1	1	6관	2022-08-31	20:50
5768	136	22	1	2관	2022-08-31	22:20
5769	136	22	1	3관	2022-08-31	20:45
5770	136	22	1	3관	2022-08-31	22:50
5771	136	22	1	4관	2022-08-31	21:50
5772	136	22	1	5관	2022-08-31	21:20
5773	136	1	1	1관	2022-08-31	22:25
5774	136	1	1	6관	2022-08-31	21:35
5777	148	22	1	2관	2022-08-31	21:00
5778	148	22	1	3관	2022-08-31	21:40
5779	148	22	1	5관	2022-08-31	22:20
5780	148	22	1	6관	2022-08-31	22:40
5781	148	1	1	1관	2022-08-31	22:20
5782	148	1	1	7관	2022-08-31	20:40
5783	148	9	1	4관	2022-08-31	22:00
5784	170	22	1	2관	2022-08-31	22:45
5785	170	22	1	3관	2022-08-31	22:05
5786	170	22	1	4관	2022-08-31	21:15
5787	170	1	3	4DX	2022-08-31	22:55
5788	170	1	1	1관	2022-08-31	21:40
5789	170	1	1	6관	2022-08-31	22:45
5790	171	22	2	IMAX	2022-08-31	22:31
5791	171	22	1	2관	2022-08-31	21:15
5792	171	22	1	3관	2022-08-31	20:45
5793	171	22	1	3관	2022-08-31	23:00
5794	171	22	1	5관	2022-08-31	21:50
5795	171	1	5	6관	2022-08-31	22:05
5796	171	1	1	1관	2022-08-31	22:55
5797	172	22	1	1관	2022-08-31	21:35
5798	172	22	1	2관	2022-08-31	20:45
5799	172	25	1	2관	2022-08-31	23:00
5800	172	22	1	5관	2022-08-31	22:20
5801	172	1	1	3관	2022-08-31	22:55
5802	172	1	1	4관	2022-08-31	22:25
5803	172	2	1	4관	2022-08-31	20:31
5804	183	22	1	2관	2022-08-31	21:45
5805	183	22	1	3관	2022-08-31	21:15
5806	183	22	1	5관	2022-08-31	20:55
5807	183	22	1	6관	2022-08-31	22:15
5808	183	1	5	1관	2022-08-31	21:31
5809	183	1	1	7관	2022-08-31	22:00
5810	25	22	1	1관	2022-08-31	21:35
5811	25	22	1	2관	2022-08-31	20:45
5812	25	22	1	2관	2022-08-31	23:00
5813	25	22	1	4관	2022-08-31	22:25
5814	25	1	1	3관	2022-08-31	22:55
5815	26	22	1	1관	2022-08-31	20:45
5816	26	22	1	5관	2022-08-31	21:05
5817	26	22	1	7관	2022-08-31	21:25
5818	26	1	1	6관	2022-08-31	21:15
5819	27	22	1	8관	2022-08-31	22:10
5820	27	22	1	3관	2022-08-31	21:10
5821	27	22	1	5관	2022-08-31	22:35
5822	27	22	1	7관	2022-08-31	20:40
5823	27	22	1	7관	2022-08-31	23:00
5824	27	22	1	9관	2022-08-31	21:31
5825	27	1	1	1관	2022-08-31	21:00
5826	27	1	1	4관	2022-08-31	21:50
5827	27	1	1	6관	2022-08-31	22:45
5828	27	3	1	2관	2022-08-31	22:10
5829	28	22	1	1관	2022-08-31	21:20
5831	28	22	1	4관	2022-08-31	22:45
5832	28	22	1	5관	2022-08-31	23:00
5833	28	22	1	7관	2022-08-31	22:10
5834	28	22	1	9관	2022-08-31	22:31
5835	28	1	1	2관	2022-08-31	22:31
5836	28	1	1	6관	2022-08-31	22:00
5837	28	1	1	8관	2022-08-31	23:00
5838	28	1	1	10관	2022-08-31	21:20
5839	28	2	1	3관	2022-08-31	22:20
5840	29	22	1	2관	2022-08-31	21:55
5841	29	22	1	3관	2022-08-31	22:15
5842	29	22	1	4관	2022-08-31	22:31
5843	29	22	1	6관	2022-08-31	22:45
5844	29	22	1	7관	2022-08-31	21:15
5845	29	22	1	8관	2022-08-31	23:05
5846	29	22	1	9관	2022-08-31	21:35
5847	29	1	1	1관	2022-08-31	22:00
5848	29	1	1	5관	2022-08-31	21:10
5849	29	1	1	10관	2022-08-31	22:55
5850	31	22	1	1관	2022-08-31	23:00
5851	31	22	1	3관	2022-08-31	21:15
5852	31	22	1	5관	2022-08-31	21:45
5853	31	22	1	7관	2022-08-31	22:10
5854	31	22	1	9관	2022-08-31	22:35
5855	31	1	5	4DX	2022-08-31	22:55
5856	31	1	1	6관	2022-08-31	22:00
5857	31	1	1	8관	2022-08-31	21:10
5858	31	3	1	2관	2022-08-31	22:31
5859	31	22	1	2관	2022-08-31	21:31
5860	31	22	1	3관	2022-08-31	22:35
5861	31	22	1	5관	2022-08-31	22:10
5862	31	1	1	4관	2022-08-31	22:40
5863	32	22	2	IMAX	2022-08-31	21:40
5864	32	22	2	IMAX	2022-08-31	24:00
5865	32	22	1	2관	2022-08-31	23:00
5866	32	22	1	7관	2022-08-31	23:20
5867	32	22	1	8관	2022-08-31	22:31
5868	32	22	1	10관	2022-08-31	21:25
5869	32	22	1	10관	2022-08-31	23:40
5870	32	22	1	11관	2022-08-31	22:00
5871	32	22	1	11관	2022-08-31	24:20
5872	32	1	3	4DX	2022-08-31	21:20
5873	32	1	3	4DX	2022-08-31	24:00
5874	32	1	1	1관	2022-08-31	23:20
5875	32	1	1	9관	2022-08-31	22:20
5876	32	29	1	5관	2022-08-31	21:25
5877	32	2	1	4관	2022-08-31	23:00
5878	33	22	1	1관	2022-08-31	22:31
5879	33	22	1	3관	2022-08-31	21:45
5880	33	22	1	4관	2022-08-31	21:15
5881	33	1	1	2관	2022-08-31	21:10
5882	33	1	1	5관	2022-08-31	21:40
5883	34	22	1	1관	2022-08-31	15:31
5884	34	22	1	1관	2022-08-31	17:45
5885	34	22	1	1관	2022-08-31	20:00
5886	34	22	1	2관	2022-08-31	14:00
5887	34	22	1	2관	2022-08-31	16:15
5888	34	22	1	2관	2022-08-31	18:31
5889	34	22	1	2관	2022-08-31	20:45
5890	34	22	1	4관	2022-08-31	14:45
5891	34	22	1	4관	2022-08-31	17:00
5892	34	22	1	4관	2022-08-31	19:15
5893	34	1	1	3관	2022-08-31	14:00
5894	34	1	1	3관	2022-08-31	20:45
5895	34	1	1	5관	2022-08-31	17:00
5896	34	1	1	5관	2022-08-31	19:35
5897	34	4	1	3관	2022-08-31	16:35
5898	34	4	1	3관	2022-08-31	18:40
5899	34	4	1	5관	2022-08-31	14:45
5900	37	22	1	1관	2022-08-31	22:31
5901	37	22	1	5관	2022-08-31	21:10
5902	37	22	1	6관	2022-08-31	21:50
5903	37	25	1	3관	2022-08-31	23:00
5904	37	1	1	2관	2022-08-31	22:45
5905	37	3	1	4관	2022-08-31	21:15
5906	66	22	1	1관	2022-08-31	21:15
5907	66	22	1	2관	2022-08-31	21:45
5908	66	22	1	3관	2022-08-31	22:25
5909	66	22	1	4관	2022-08-31	23:00
5910	66	1	1	5관	2022-08-31	23:00
5911	67	22	1	2관	2022-08-31	22:31
5912	67	22	1	2관	2022-08-31	24:50
5913	67	22	1	3관	2022-08-31	21:31
5914	67	22	1	3관	2022-08-31	23:45
5915	67	22	1	4관	2022-08-31	22:00
5916	67	22	1	4관	2022-08-31	24:15
5917	67	22	1	6관	2022-08-31	21:05
5918	67	22	1	6관	2022-08-31	23:20
5919	67	22	1	7관	2022-08-31	22:55
5920	67	1	1	1관	2022-08-31	23:40
5921	67	1	1	5관	2022-08-31	22:45
5922	67	1	1	8관	2022-08-31	21:50
5923	67	1	1	8관	2022-08-31	24:31
5924	99	22	1	1관	2022-08-31	22:40
5925	99	22	1	2관	2022-08-31	23:05
5926	99	22	1	3관	2022-08-31	21:50
5927	99	22	1	4관	2022-08-31	21:15
5928	99	22	1	4관	2022-08-31	23:31
5929	99	1	1	5관	2022-08-31	23:10
5931	100	22	1	1관	2022-08-31	21:15
5932	100	22	1	4관	2022-08-31	22:31
5933	100	22	1	6관	2022-08-31	21:45
5934	100	1	1	3관	2022-08-31	21:31
5935	100	1	1	8관	2022-08-31	22:20
5936	100	10	1	5관	2022-08-31	22:40
5937	100	10	1	7관	2022-08-31	21:45
5938	101	22	1	3관	2022-08-31	21:45
5939	101	7	1	4관	2022-08-31	21:25
5940	101	22	1	5관	2022-08-31	22:05
5941	101	22	1	6관	2022-08-31	22:31
5942	101	22	1	8관	2022-08-31	21:05
5943	101	22	1	9관	2022-08-31	23:00
5944	101	1	1	1관	2022-08-31	22:40
5945	101	1	1	2관	2022-08-31	21:35
5946	101	3	1	7관	2022-08-31	22:20
5947	140	22	1	1관	2022-08-31	21:15
5948	140	22	1	4관	2022-08-31	21:35
5949	140	22	1	5관	2022-08-31	22:00
5950	140	22	1	6관	2022-08-31	22:20
5951	140	22	1	7관	2022-08-31	22:50
5952	140	1	1	3관	2022-08-31	22:05
5953	140	10	1	8관	2022-08-31	22:45
5954	141	22	1	1관	2022-08-31	12:10
5955	141	22	1	1관	2022-08-31	14:31
5956	141	22	1	1관	2022-08-31	16:50
5957	141	22	1	1관	2022-08-31	19:10
5958	141	22	1	2관	2022-08-31	11:00
5959	141	22	1	2관	2022-08-31	13:20
5960	141	22	1	2관	2022-08-31	15:40
5961	141	22	1	2관	2022-08-31	18:00
5962	141	22	1	2관	2022-08-31	20:20
5963	141	22	1	3관	2022-08-31	12:45
5964	141	22	1	3관	2022-08-31	15:05
5965	141	22	1	3관	2022-08-31	17:25
5966	141	22	1	3관	2022-08-31	19:45
5967	141	22	1	5관	2022-08-31	11:35
5968	141	22	1	5관	2022-08-31	13:55
5969	141	22	1	5관	2022-08-31	16:15
5970	141	22	1	5관	2022-08-31	18:35
5971	141	22	1	5관	2022-08-31	20:50
5972	141	1	1	4관	2022-08-31	11:20
5973	141	1	1	4관	2022-08-31	14:00
5974	141	1	1	4관	2022-08-31	16:40
5975	141	1	1	4관	2022-08-31	19:20
5976	141	1	1	7관	2022-08-31	12:31
5977	141	1	1	7관	2022-08-31	15:10
5978	141	1	1	7관	2022-08-31	17:50
5979	141	1	1	7관	2022-08-31	20:31
5980	141	4	1	6관	2022-08-31	14:40
5981	141	3	1	6관	2022-08-31	12:00
5982	141	3	1	6관	2022-08-31	17:00
5983	141	3	1	6관	2022-08-31	19:40
5984	149	22	1	1관	2022-08-31	22:15
5985	149	22	1	1관	2022-08-31	24:31
5986	149	22	1	3관	2022-08-31	23:31
5987	149	22	1	4관	2022-08-31	23:05
5988	149	22	1	6관	2022-08-31	22:40
5989	149	22	1	7관	2022-08-31	21:50
5990	149	22	1	7관	2022-08-31	24:05
5991	149	1	5	4DX	2022-08-31	21:50
5992	149	1	5	4DX	2022-08-31	24:31
5993	149	1	1	2관	2022-08-31	23:10
5994	149	2	1	5관	2022-08-31	22:31
5995	149	8	1	5관	2022-08-31	24:20
5996	150	22	1	2관	2022-08-31	23:31
5997	150	22	1	4관	2022-08-31	23:10
5998	150	22	1	5관	2022-08-31	21:35
5999	150	22	1	6관	2022-08-31	22:15
6000	150	1	1	3관	2022-08-31	23:20
6001	150	10	1	1관	2022-08-31	22:20
6002	151	22	2	IMAX	2022-08-31	23:00
6003	151	22	1	2관	2022-08-31	22:00
6004	151	22	1	2관	2022-08-31	24:15
6005	151	22	1	3관	2022-08-31	23:31
6006	151	22	1	6관	2022-08-31	21:35
6007	151	22	1	6관	2022-08-31	23:55
6008	151	1	1	1관	2022-08-31	21:50
6009	151	1	1	1관	2022-08-31	24:31
6010	151	1	1	5관	2022-08-31	23:10
6011	151	10	1	4관	2022-08-31	24:20
6012	151	2	1	4관	2022-08-31	22:31
